filename,file_path,blood_type,fingerprint_type,confidence,P_Arc,P_Whorl,P_Loop
cluster_7_3631.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3631.BMP,O-,Loop,0.36639687,0.2890635,0.34453964,0.36639687
cluster_7_3514.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3514.BMP,O-,Whorl,0.36460924,0.30341065,0.36460924,0.3319801
cluster_7_3391.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3391.BMP,O-,Loop,0.41627577,0.28603566,0.2976886,0.41627577
cluster_7_378.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_378.BMP,O-,Whorl,0.3478999,0.34518477,0.3478999,0.30691525
cluster_7_2982.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2982.BMP,O-,Whorl,0.33914208,0.32502705,0.33914208,0.33583093
cluster_7_3434.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3434.BMP,O-,Arc,0.35352576,0.35352576,0.3292812,0.31719303
cluster_7_3364.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3364.BMP,O-,Whorl,0.38385698,0.31428674,0.38385698,0.30185634
cluster_7_3636.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3636.BMP,O-,Whorl,0.34158123,0.3315209,0.34158123,0.32689786
cluster_7_3049.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3049.BMP,O-,Whorl,0.3662168,0.30043358,0.3662168,0.33334962
cluster_7_3800.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3800.BMP,O-,Whorl,0.36803335,0.3150207,0.36803335,0.31694594
cluster_7_3137.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3137.BMP,O-,Arc,0.3417821,0.3417821,0.33161768,0.32660025
cluster_7_3405.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3405.BMP,O-,Loop,0.34814197,0.30855155,0.34330648,0.34814197
cluster_7_4060.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4060.BMP,O-,Loop,0.35803896,0.3024929,0.33946818,0.35803896
cluster_7_2906.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2906.BMP,O-,Loop,0.3957279,0.28198895,0.32228318,0.3957279
cluster_7_3005.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3005.BMP,O-,Loop,0.37056923,0.29557112,0.3338597,0.37056923
cluster_7_3557.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3557.BMP,O-,Whorl,0.33823183,0.32517937,0.33823183,0.33658883
cluster_7_391.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_391.BMP,O-,Whorl,0.35079795,0.33831942,0.35079795,0.31088266
cluster_7_3178.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3178.BMP,O-,Loop,0.3590113,0.3257953,0.3151934,0.3590113
cluster_7_3428.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3428.BMP,O-,Loop,0.3505785,0.31113842,0.3382831,0.3505785
cluster_7_3510.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3510.BMP,O-,Whorl,0.3470319,0.33863854,0.3470319,0.31432956
cluster_7_3531.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3531.BMP,O-,Loop,0.34569958,0.32843667,0.32586375,0.34569958
cluster_7_2908.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2908.BMP,O-,Loop,0.3674231,0.31274247,0.31983447,0.3674231
cluster_7_3658.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3658.BMP,O-,Loop,0.3483131,0.30509016,0.34659678,0.3483131
cluster_7_3276.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3276.BMP,O-,Loop,0.38268474,0.31379285,0.3035224,0.38268474
cluster_7_3363.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3363.BMP,O-,Whorl,0.35072148,0.33130175,0.35072148,0.3179768
cluster_7_3328.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3328.BMP,O-,Whorl,0.34451208,0.31287488,0.34451208,0.34261298
cluster_7_342.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_342.BMP,O-,Loop,0.3548022,0.29945332,0.34574452,0.3548022
cluster_7_3202.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3202.BMP,O-,Whorl,0.37383765,0.30889297,0.37383765,0.3172694
cluster_7_3545.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3545.BMP,O-,Loop,0.3963528,0.29306495,0.3105822,0.3963528
cluster_7_2878.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2878.BMP,O-,Whorl,0.34429014,0.3370273,0.34429014,0.31868255
cluster_7_3503.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3503.BMP,O-,Whorl,0.33398187,0.33320895,0.33398187,0.33280918
cluster_7_2991.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2991.BMP,O-,Whorl,0.3503684,0.31860682,0.3503684,0.33102477
cluster_7_3252.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3252.BMP,O-,Loop,0.35129675,0.31099552,0.33770773,0.35129675
cluster_7_3742.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3742.BMP,O-,Whorl,0.3665096,0.3180468,0.3665096,0.31544358
cluster_7_4090.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4090.BMP,O-,Loop,0.3694981,0.28994122,0.3405607,0.3694981
cluster_7_2992.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2992.BMP,O-,Whorl,0.35236517,0.29538214,0.35236517,0.35225263
cluster_7_326.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_326.BMP,O-,Loop,0.38506246,0.31507847,0.29985902,0.38506246
cluster_7_407.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_407.BMP,O-,Loop,0.38036662,0.2851693,0.3344641,0.38036662
cluster_7_3054.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3054.BMP,O-,Whorl,0.35411248,0.33047104,0.35411248,0.31541646
cluster_7_4081.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4081.BMP,O-,Loop,0.35399535,0.29669514,0.34930947,0.35399535
cluster_7_4067.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4067.BMP,O-,Loop,0.38296276,0.31082556,0.30621168,0.38296276
cluster_7_3616.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3616.BMP,O-,Loop,0.33624437,0.33194095,0.33181465,0.33624437
cluster_7_3214.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3214.BMP,O-,Whorl,0.37035874,0.30121413,0.37035874,0.32842714
cluster_7_2962.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2962.BMP,O-,Whorl,0.3553511,0.3294086,0.3553511,0.31524032
cluster_7_3657.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3657.BMP,O-,Loop,0.36502352,0.292927,0.3420495,0.36502352
cluster_7_3155.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3155.BMP,O-,Loop,0.3520867,0.31265265,0.33526066,0.3520867
cluster_7_3951.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3951.BMP,O-,Loop,0.38254508,0.32136306,0.2960918,0.38254508
cluster_7_3815.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3815.BMP,O-,Loop,0.3608401,0.2924908,0.34666905,0.3608401
cluster_7_3026.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3026.BMP,O-,Whorl,0.34825346,0.3162362,0.34825346,0.3355103
cluster_7_3037.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3037.BMP,O-,Whorl,0.37509447,0.31198916,0.37509447,0.31291637
cluster_7_3330.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3330.BMP,O-,Loop,0.34806654,0.31195337,0.33998007,0.34806654
cluster_7_2916.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2916.BMP,O-,Loop,0.37679222,0.29188123,0.33132657,0.37679222
cluster_7_4053.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4053.BMP,O-,Loop,0.35462996,0.2984803,0.34688973,0.35462996
cluster_7_3919.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3919.BMP,O-,Arc,0.35648072,0.35648072,0.33108544,0.31243384
cluster_7_4036.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4036.BMP,O-,Whorl,0.34833354,0.3279403,0.34833354,0.32372618
cluster_7_3966.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3966.BMP,O-,Loop,0.35579076,0.32024476,0.3239645,0.35579076
cluster_7_4034.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4034.BMP,O-,Whorl,0.36698326,0.32365125,0.36698326,0.30936548
cluster_7_3133.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3133.BMP,O-,Whorl,0.36669388,0.32217437,0.36669388,0.31113175
cluster_7_3603.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3603.BMP,O-,Loop,0.36719906,0.2708625,0.36193845,0.36719906
cluster_7_3079.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3079.BMP,O-,Loop,0.37892538,0.2991621,0.32191247,0.37892538
cluster_7_3171.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3171.BMP,O-,Whorl,0.37103942,0.29429197,0.37103942,0.33466858
cluster_7_3392.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3392.BMP,O-,Whorl,0.38620645,0.32415807,0.38620645,0.28963545
cluster_7_3091.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3091.BMP,O-,Loop,0.3769905,0.2760589,0.34695053,0.3769905
cluster_7_3899.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3899.BMP,O-,Loop,0.34839067,0.31716403,0.33444527,0.34839067
cluster_7_3762.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3762.BMP,O-,Whorl,0.38179466,0.32776135,0.38179466,0.290444
cluster_7_3549.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3549.BMP,O-,Whorl,0.3469211,0.31735265,0.3469211,0.33572626
cluster_7_3646.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3646.BMP,O-,Whorl,0.35188034,0.31358922,0.35188034,0.33453044
cluster_7_302.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_302.BMP,O-,Arc,0.35481665,0.35481665,0.33821177,0.30697155
cluster_7_3215.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3215.BMP,O-,Loop,0.3690494,0.2929177,0.3380329,0.3690494
cluster_7_3637.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3637.BMP,O-,Loop,0.3747194,0.29828313,0.3269975,0.3747194
cluster_7_3836.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3836.BMP,O-,Loop,0.40186515,0.26800877,0.3301261,0.40186515
cluster_7_3609.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3609.BMP,O-,Whorl,0.34354544,0.339758,0.34354544,0.31669655
cluster_7_3593.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3593.BMP,O-,Whorl,0.3419955,0.32174364,0.3419955,0.33626086
cluster_7_38.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_38.BMP,O-,Whorl,0.3567343,0.32632136,0.3567343,0.31694436
cluster_7_3527.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3527.BMP,O-,Loop,0.34169877,0.32901403,0.3292872,0.34169877
cluster_7_3889.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3889.BMP,O-,Whorl,0.35114366,0.32311034,0.35114366,0.325746
cluster_7_33.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_33.BMP,O-,Whorl,0.38051724,0.30777028,0.38051724,0.31171247
cluster_7_3845.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3845.BMP,O-,Whorl,0.38575378,0.3114181,0.38575378,0.30282816
cluster_7_3484.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3484.BMP,O-,Loop,0.34887126,0.31456438,0.3365643,0.34887126
cluster_7_3318.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3318.BMP,O-,Loop,0.35794598,0.32395428,0.3180997,0.35794598
cluster_7_3332.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3332.BMP,O-,Whorl,0.36508462,0.27801353,0.36508462,0.35690185
cluster_7_3193.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3193.BMP,O-,Loop,0.39410323,0.26443827,0.34145853,0.39410323
cluster_7_3479.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3479.BMP,O-,Loop,0.37518147,0.28619748,0.33862102,0.37518147
cluster_7_3162.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3162.BMP,O-,Whorl,0.36566657,0.31613892,0.36566657,0.3181945
cluster_7_3628.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3628.BMP,O-,Whorl,0.34889013,0.33392403,0.34889013,0.31718585
cluster_7_35.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_35.BMP,O-,Loop,0.38061303,0.31366137,0.3057255,0.38061303
cluster_7_3879.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3879.BMP,O-,Loop,0.39191246,0.29131737,0.31677017,0.39191246
cluster_7_3910.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3910.BMP,O-,Whorl,0.33870414,0.3232937,0.33870414,0.33800218
cluster_7_3987.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3987.BMP,O-,Loop,0.41894907,0.2371304,0.34392047,0.41894907
cluster_7_3186.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3186.BMP,O-,Loop,0.4121051,0.25482213,0.33307275,0.4121051
cluster_7_3757.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3757.BMP,O-,Arc,0.34178734,0.34178734,0.3344266,0.32378605
cluster_7_3641.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3641.BMP,O-,Whorl,0.3812832,0.28768986,0.3812832,0.3310269
cluster_7_2873.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2873.BMP,O-,Loop,0.43111286,0.24230789,0.3265793,0.43111286
cluster_7_3871.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3871.BMP,O-,Whorl,0.34494132,0.33762872,0.34494132,0.31742996
cluster_7_3773.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3773.BMP,O-,Loop,0.35888666,0.2827097,0.35840365,0.35888666
cluster_7_3406.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3406.BMP,O-,Loop,0.34259742,0.3371221,0.32028043,0.34259742
cluster_7_3744.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3744.BMP,O-,Loop,0.35315466,0.3068852,0.33996007,0.35315466
cluster_7_3115.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3115.BMP,O-,Loop,0.36896542,0.28516787,0.34586665,0.36896542
cluster_7_2891.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2891.BMP,O-,Loop,0.3507876,0.31450343,0.33470896,0.3507876
cluster_7_3378.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3378.BMP,O-,Whorl,0.34697413,0.34226823,0.34697413,0.31075764
cluster_7_3211.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3211.BMP,O-,Whorl,0.34455276,0.3257535,0.34455276,0.3296937
cluster_7_3534.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3534.BMP,O-,Loop,0.37758702,0.31154367,0.3108693,0.37758702
cluster_7_2881.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2881.BMP,O-,Loop,0.3713816,0.30689,0.32172838,0.3713816
cluster_7_3722.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3722.BMP,O-,Loop,0.3695423,0.31689167,0.313566,0.3695423
cluster_7_3567.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3567.BMP,O-,Whorl,0.3490773,0.32591155,0.3490773,0.32501113
cluster_7_399.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_399.BMP,O-,Whorl,0.34800407,0.33265868,0.34800407,0.31933725
cluster_7_4046.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4046.BMP,O-,Whorl,0.3720795,0.29161695,0.3720795,0.3363036
cluster_7_309.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_309.BMP,O-,Loop,0.34304598,0.3158225,0.34113154,0.34304598
cluster_7_3244.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3244.BMP,O-,Whorl,0.34999287,0.3346782,0.34999287,0.31532893
cluster_7_3765.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3765.BMP,O-,Loop,0.343802,0.32083964,0.33535832,0.343802
cluster_7_350.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_350.BMP,O-,Loop,0.37582752,0.29911307,0.32505944,0.37582752
cluster_7_3412.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3412.BMP,O-,Whorl,0.361492,0.30138707,0.361492,0.33712092
cluster_7_3853.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3853.BMP,O-,Loop,0.3727101,0.27859098,0.34869888,0.3727101
cluster_7_3999.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3999.BMP,O-,Whorl,0.3719787,0.31003886,0.3719787,0.31798247
cluster_7_3548.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3548.BMP,O-,Loop,0.3744479,0.28277105,0.34278107,0.3744479
cluster_7_3035.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3035.BMP,O-,Whorl,0.35865054,0.3312412,0.35865054,0.31010827
cluster_7_373.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_373.BMP,O-,Arc,0.34055877,0.34055877,0.32596338,0.3334778
cluster_7_2870.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_2870.BMP,O-,Loop,0.38078687,0.2746938,0.34451938,0.38078687
cluster_7_3768.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3768.BMP,O-,Whorl,0.35112074,0.31615064,0.35112074,0.33272865
cluster_7_3305.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3305.BMP,O-,Whorl,0.35348523,0.30660167,0.35348523,0.33991313
cluster_7_3014.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3014.BMP,O-,Loop,0.3738918,0.2960017,0.33010644,0.3738918
cluster_7_3894.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3894.BMP,O-,Arc,0.33896115,0.33896115,0.33686647,0.32417238
cluster_7_404.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_404.BMP,O-,Whorl,0.36611634,0.31511256,0.36611634,0.31877115
cluster_7_3602.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3602.BMP,O-,Loop,0.35503614,0.31910333,0.32586053,0.35503614
cluster_7_3821.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3821.BMP,O-,Whorl,0.34460774,0.33733758,0.34460774,0.31805465
cluster_7_3033.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3033.BMP,O-,Loop,0.36788055,0.29460704,0.33751237,0.36788055
cluster_7_3792.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3792.BMP,O-,Whorl,0.34571236,0.3099053,0.34571236,0.34438232
cluster_7_3139.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3139.BMP,O-,Whorl,0.34757477,0.32039502,0.34757477,0.33203018
cluster_7_3046.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3046.BMP,O-,Whorl,0.37400123,0.34449348,0.37400123,0.2815053
cluster_7_3835.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3835.BMP,O-,Whorl,0.38448182,0.30099896,0.38448182,0.3145192
cluster_7_3775.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3775.BMP,O-,Whorl,0.35286438,0.29680637,0.35286438,0.35032925
cluster_7_4061.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4061.BMP,O-,Whorl,0.36971024,0.33584526,0.36971024,0.29444447
cluster_7_3963.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3963.BMP,O-,Loop,0.38018057,0.28562072,0.3341987,0.38018057
cluster_7_3384.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3384.BMP,O-,Loop,0.37823585,0.3197048,0.30205935,0.37823585
cluster_7_390.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_390.BMP,O-,Whorl,0.3522843,0.32508284,0.3522843,0.32263285
cluster_7_3111.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3111.BMP,O-,Loop,0.35059378,0.30043763,0.34896863,0.35059378
cluster_7_3953.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3953.BMP,O-,Whorl,0.3445592,0.32262415,0.3445592,0.3328166
cluster_7_3782.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3782.BMP,O-,Loop,0.36862913,0.2993195,0.33205137,0.36862913
cluster_7_3598.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3598.BMP,O-,Loop,0.33925983,0.32386637,0.33687377,0.33925983
cluster_7_3016.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3016.BMP,O-,Whorl,0.34363514,0.31492665,0.34363514,0.3414382
cluster_7_3200.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3200.BMP,O-,Whorl,0.3492892,0.31064558,0.3492892,0.34006527
cluster_7_3340.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3340.BMP,O-,Loop,0.3922771,0.31178007,0.2959428,0.3922771
cluster_7_311.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_311.BMP,O-,Whorl,0.3551644,0.33360425,0.3551644,0.31123132
cluster_7_3878.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_3878.BMP,O-,Loop,0.37385264,0.30109107,0.32505628,0.37385264
cluster_7_4301.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4301.BMP,O-,Loop,0.36665976,0.30079746,0.33254272,0.36665976
cluster_7_4149.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4149.BMP,O-,Loop,0.36825436,0.2948025,0.33694315,0.36825436
cluster_7_4793.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4793.BMP,O-,Loop,0.40983775,0.29953536,0.29062688,0.40983775
cluster_7_4918.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4918.BMP,O-,Loop,0.34143662,0.31931132,0.33925205,0.34143662
cluster_7_4452.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4452.BMP,O-,Whorl,0.35388157,0.31961894,0.35388157,0.32649955
cluster_7_4118.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4118.BMP,O-,Whorl,0.37050742,0.32441992,0.37050742,0.30507272
cluster_7_443.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_443.BMP,O-,Whorl,0.34309664,0.33843705,0.34309664,0.31846628
cluster_7_4507.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4507.BMP,O-,Loop,0.39171427,0.24522175,0.36306396,0.39171427
cluster_7_5154.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_5154.BMP,O-,Whorl,0.35585552,0.33579972,0.35585552,0.30834472
cluster_7_4610.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4610.BMP,O-,Whorl,0.34803107,0.32572517,0.34803107,0.32624376
cluster_7_4235.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4235.BMP,O-,Whorl,0.34494132,0.33762872,0.34494132,0.31742996
cluster_7_5040.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_5040.BMP,O-,Whorl,0.37210682,0.30011418,0.37210682,0.327779
cluster_7_4954.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4954.BMP,O-,Loop,0.36682448,0.29501247,0.33816308,0.36682448
cluster_7_4311.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4311.BMP,O-,Arc,0.34178287,0.34178287,0.33597878,0.3222384
cluster_7_4983.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4983.BMP,O-,Loop,0.3883624,0.27501097,0.3366266,0.3883624
cluster_7_4586.BMP,/content/drive/MyDrive/New Bloodtype Detection/dataset/O-/cluster_7_4586.BMP,O-,Whorl,0.35679677,0.31579825,0.35679677,0.327405
